Time,ax_barato,ay_barato,az_barato,wx_barato,wy_barato,wz_barato,Lat_barato,Lon_barato,Alt_barato,vN_barato,vE_barato,vU_barato,d_izq_barato,d_der_barato,ax_caro,ay_caro,az_caro,wx_caro,wy_caro,wz_caro,Lat_caro,Lon_caro,Alt_caro,vN_caro,vE_caro,vU_caro,d_izq_caro,d_der_caro
0.1,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18192,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.11,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181912,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.12,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181904,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.13,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18189600000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.14,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181888,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.15,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18188,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.16,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181872,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.17,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181864,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.18,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181856,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.19,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181848,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.2,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18184000000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.21,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181832,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.22,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181824,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.23,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181816,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.24,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181808,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.25,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.1818,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.26,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181792,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.27,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18178400000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.28,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181776,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.29,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181768,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.3,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18176,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.31,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181752,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.32,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18174400000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.33,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181736,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.34,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181728,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.35000000000000003,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18172,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.36,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181712,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.37,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181704,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.38,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181696,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.39,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18168800000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.4,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18168,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.41000000000000003,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181672,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.42,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181664,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.43,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181656,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.44,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181648,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.45,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18164,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.46,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18163200000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.47000000000000003,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181624,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.48,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181616,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.49,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181608,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.5,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.1816,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.51,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18159200000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.52,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181584,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.53,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181576,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.54,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181568,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.55,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18156,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.56,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181552,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.5700000000000001,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181544,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.58,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18153600000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.59,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181528,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.6,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18152,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.61,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181512,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.62,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181504,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.63,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181496,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.64,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181488,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.65,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18148000000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.66,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181472,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.67,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181464,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.68,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181456,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.6900000000000001,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181448,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.7000000000000001,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18144000000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.71,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181432,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.72,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181424,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.73,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181416,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.74,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181408,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.75,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.1814,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.76,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181392,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.77,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18138400000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.78,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181376,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.79,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181368,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.8,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18136,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.81,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181352,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.8200000000000001,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181344,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.8300000000000001,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181336,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.84,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18132800000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.85,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18132,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.86,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181312,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.87,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181304,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.88,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181296,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.89,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18128800000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.9,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18128,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.91,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181272,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.92,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181264,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.93,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181256,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.9400000000000001,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181248,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.9500000000000001,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18124,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.96,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.18123200000001,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.97,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181224,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.98,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181216,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
0.99,-0.0003,0.0011,-0.0032,0.0008,-0.0002,0.0003,19.3935,-99.181208,2241.56,14.966,-0.036,-0.02,501.61,501.61,0.0,0.0,0.0,0.0,0.0,0.0,19.4327,-99.1336,2240.35,15.0,0.0,0.0,500.0,500.0
