Time,X_pos_Lat,X_pos_Lon,Y_pos_m,Z_pos_m,vx_ms,vy_ms,vz_ms,Roll_rad,Pitch_rad,Yaw_rad,Hundimiento_Izq_mm,Hundimiento_Der_mm,Alineacion_Izq_mm,Alineacion_Der_mm
1.0,19.441113,-99.172,2240.3362,15.007548699999997,0.0043217037,0.017566789,15.007077,-0.0003710104359386283,0.012854659,-0.0011301218,13.96469999971913,14.497099999719126,-2.5503132500000003,2.5503132500000003
1.1,19.441732,-99.17204,2240.34,16.5083058,0.003911546,0.020951815,15.007571,-0.0003264808246371032,0.0132086305,-0.00095251354,10.17059999976351,10.639099999763516,-2.4921661,2.4921661
1.2,19.441296,-99.17189,2240.3381,18.009260199999996,0.0052598487,0.017763417,15.009544,-0.0002671080075848323,0.011195584,-0.0014967244,12.164219999968736,12.5475199999687,-3.1371047,3.1371047
1.3,19.441557,-99.17218,2240.339,19.510031599999998,0.004201249,0.019180514,15.007714,-0.0004497421299559637,0.010727129,-0.0012988903,11.152499999967233,11.797879999967279,-3.1511109999999998,3.1511109999999998
1.4,19.442196,-99.17219,2240.3396,21.010795899999994,0.00622608,0.019617777,15.007643,-0.00048743550146584247,0.0138567565,-0.00037273264,10.34186000011789,11.041330000117853,-2.003209,2.003209
1.5,19.44203,-99.17225,2240.3406,22.511641099999995,0.0041603064,0.01792889,15.008452,-0.0002402508664576798,0.012658556,-0.0006542736,9.681399999914163,10.02615999991417,-2.11381865,2.11381865
1.6,19.44191,-99.17181,2240.3413,24.012651099999996,0.00482266,0.018329069,15.0101,-0.00010952613196618948,0.01259732,-0.0005802056,9.022169999862513,9.179339999862464,-1.70310775,1.70310775
1.7,19.441813,-99.17254,2240.3418,25.513498249999994,0.0031830568,0.020506427,15.0084715,-0.00023414633718439796,0.012761458,0.0004696856,8.557179999760649,8.893179999760605,-0.42500330000000003,0.42500330000000003
1.8,19.442606,-99.17217,2240.3445,27.014563449999997,0.0038947884,0.019613054,15.010652,-0.00021579093741702903,0.011077716,-0.0007095235,5.782139999756282,6.091799999756233,-2.29656625,2.29656625
1.9,19.44167,-99.17212,2240.3406,28.515460049999994,0.0045861867,0.01851726,15.008966,-0.0003831776815950758,0.011849335,-0.001242942,9.488379999914116,10.03823999991414,-3.0470977,3.0470977
2.0,19.44171,-99.171814,2240.34,30.016302849999995,0.0042369585,0.019933052,15.008428,-0.00038050172379706546,0.012874602,-0.00151753,10.077819999763506,10.623839999763504,-3.2265978,3.2265978
2.1,19.442013,-99.17233,2240.342,31.517139549999996,0.0034034862,0.018742573,15.008367,-0.00019375609513633214,0.013025218,-0.00088901975,8.229459999810842,8.507499999810818,-2.45675935,2.45675935
2.2,19.441622,-99.17255,2240.339,33.017721099999996,0.003638668,0.021068245,15.0058155,-0.00045370728594124396,0.0136293275,-0.00065518246,11.073329999967257,11.724399999967261,-2.3133865,2.3133865
2.3,19.441545,-99.17221,2240.3406,34.51850259999999,0.0031144803,0.020309474,15.007815,-0.0003355818689358963,0.013808458,0.0003847456,9.61413999991413,10.095699999914132,-0.4567761,0.4567761
2.4,19.441187,-99.17199,2240.3367,36.019297599999994,0.0042639794,0.022262432,15.00795,-0.00045836233723791557,0.011801108,0.00015855217,13.374000000072044,14.031750000072009,-0.439815225,0.439815225
2.5,19.441801,-99.17196,2240.3381,37.5200317,0.0051561384,0.021633714,15.007341,-0.00047398602722208106,0.011712472,-0.0012461558,11.918679999968731,12.598849999968706,-2.8948928,2.8948928
2.6,19.440699,-99.17255,2240.3406,39.0208867,0.0043847915,0.02451564,15.00855,-0.00036262019316516574,0.010129665,-0.0011505304,9.55889999991416,10.079259999914143,-3.0514095,3.0514095
2.7,19.44141,-99.17195,2240.342,40.5218176,0.003920791,0.01876909,15.009309,-0.00014178397117536035,0.013287059,-0.0011503848,8.300569999810818,8.504029999810825,-2.85239865,2.85239865
2.8,19.441801,-99.17205,2240.34,42.022675299999996,0.003680574,0.022536099,15.008577,-0.00038749823844480384,0.010907595,0.00021043594,10.12191999976352,10.677979999763522,-0.46049227000000004,0.46049227000000004
2.9,19.441784,-99.17228,2240.3386,43.5233645,0.004646908,0.021143306,15.006892,-0.00047963759388146694,0.012614797,-0.00073481206,11.398319999866828,12.086599999866849,-2.21503015,2.21503015
3.0,19.441904,-99.17228,2240.3413,45.0242406,0.0032499891,0.020167552,15.008761,-0.00035859231912451216,0.010598424,-0.000616441,8.887619999862466,9.40219999986249,-1.9553657500000001,1.9553657500000001
3.1,19.440948,-99.17196,2240.335,46.5247988,0.0046607903,0.01991712,15.005582,-0.0006190452170910197,0.012161515,-0.0010487926,14.982239999872661,15.870569999872657,-2.4310785,2.4310785
3.2,19.441227,-99.17188,2240.3389,48.025627300000004,0.0034099203,0.019067544,15.008285,-0.00043864108685019726,0.0111314235,-0.00072897185,11.227999999714768,11.857449999714788,-1.971735,1.971735
3.3,19.44176,-99.17209,2240.3408,49.526513099999995,0.004302243,0.019957926,15.008858,-0.00027319163083421467,0.012496344,3.3291042e-05,9.407549999964374,9.799579999964351,-1.0094127,1.0094127
3.4,19.441198,-99.171616,2240.342,51.02757149999999,0.004954935,0.020301603,15.010584,-0.00013381184589120445,0.013061783,-0.0017864858,8.268249999810848,8.460269999810805,-3.7128745,3.7128745
3.5,19.441368,-99.17223,2240.3381,52.52834429999999,0.0044262633,0.023326524,15.007728,-0.0004978396801254428,0.011429676,0.000725673,11.884999999968727,12.599399999968739,0.11093886,-0.11093886
3.6,19.440893,-99.17228,2240.3408,54.02904699999999,0.002866683,0.022535156,15.007027,-0.0003042020812088282,0.013991821,-0.00047647176,9.416029999964337,9.852559999964342,-1.9622734999999998,1.9622734999999998
3.7,19.440634,-99.17209,2240.3367,55.52970479999999,0.0044275913,0.01888258,15.006578,-0.0004758884658173362,0.012580623,-0.0013219682,13.369180000072049,14.05208000007201,-2.98670165,2.98670165
3.8,19.441444,-99.17206,2240.339,57.03060509999999,0.0043909973,0.017042954,15.009003,-0.0003644250709754716,0.0125806695,-0.0004023697,11.074099999967245,11.597049999967282,-1.49215035,1.49215035
3.9,19.442259,-99.17237,2240.3418,58.53142909999999,0.00293358,0.020499993,15.00824,-0.00042289196085305934,0.01173759,0.00022563495,8.293049999760626,8.899899999760635,-0.6678076,0.6678076
4.0,19.441507,-99.172035,2240.3396,60.03223729999999,0.004948371,0.019273132,15.008082,-0.00040425084905942627,0.01186745,-0.0013241869,10.492800000117882,11.072900000117897,-3.2186988000000003,3.2186988000000003
4.1,19.442017,-99.17211,2240.343,61.53316969999999,0.004416427,0.022895955,15.009324,-0.0003010940675562334,0.013163705,7.0637466e-06,7.103360000061855,7.535430000061865,-1.1989237,1.1989237
4.2,19.441364,-99.1723,2240.3384,63.033992299999994,0.0047883787,0.017068114,15.008226,-0.00043773516367918465,0.010089957,-0.0010090411,11.742329999816661,12.370479999816666,-2.5941152,2.5941152
4.3,19.441366,-99.17234,2240.3394,64.53483944999999,0.004726808,0.021081664,15.0084715,-0.00044552610292614673,0.010235527,-0.0010444651,10.734200000067688,11.37353000006766,-2.740452,2.740452
4.4,19.441833,-99.17221,2240.341,66.03569855,0.003682554,0.018454999,15.008591,-0.00023865504773383834,0.012223926,0.0006576669,9.260280000014575,9.602750000014566,0.03200428,-0.03200428
4.5,19.441484,-99.17227,2240.3386,67.53651515,0.0050544674,0.01752397,15.008166,-0.0003176097454178132,0.012169349,0.0006496828,11.562229999866872,12.017999999866845,0.08628471500000001,-0.08628471500000001
4.6,19.442186,-99.17204,2240.3428,69.03748055,0.004393019,0.019062914,15.009654,-0.00020919860321995677,0.012914461,-0.0009021309,7.402060000011659,7.70226000001162,-2.474277,2.474277
4.7,19.441341,-99.171906,2240.3389,70.53826565,0.0045309016,0.020533387,15.007851,-0.0004363693102815485,0.01360272,-0.00071317004,11.1146499997148,11.740839999714808,-1.9514656000000001,1.9514656000000001
4.8,19.441475,-99.17209,2240.3408,72.03911445,0.0042105173,0.019927464,15.008488,-0.0002145296134336642,0.01269425,-0.0010014968,9.473199999964322,9.781049999964353,-2.6255915,2.6255915
4.9,19.441402,-99.17251,2240.338,73.53974165000001,0.0040509338,0.02152741,15.006272,-0.0005121253907679311,0.0136156855,0.00040063,12.041469999716242,12.776369999716223,-0.5964079999999999,0.5964079999999999
5.0,19.441408,-99.172356,2240.3398,75.04043895000001,0.003892332,0.021676507,15.006973,-0.0003807386575606854,0.01329846,-0.0008139776,10.315079999713305,10.861439999713355,-2.46121035,2.46121035
5.1,19.441542,-99.17247,2240.3394,76.54120945000001,0.0046715,0.02353711,15.007705,-0.0005285156302326301,0.011299717,-0.0005188957,10.573940000067694,11.332360000067695,-2.0073813,2.0073813
5.2,19.4415,-99.172554,2240.3435,78.04209415000003,0.0031361128,0.018789608,15.008847,-0.00010977700304335252,0.0111411875,-0.000114808674,6.865999999959968,7.023529999959976,-1.2266354,1.2266354
5.3,19.441196,-99.17285,2240.3413,79.54277165000002,0.0037464919,0.020079393,15.006775,-0.000261024384315718,0.013062659,-0.00027475378,8.936149999862494,9.3107199998625,-1.8926965999999998,1.8926965999999998
5.4,19.441408,-99.17205,2240.3396,81.04360775000004,0.005395516,0.018482968,15.008361,-0.0003431149691136595,0.011955782,-0.0015588255,10.522680000117873,11.015050000117867,-3.58795375,3.58795375
5.5,19.440903,-99.172455,2240.34,82.54443545000002,0.0047070435,0.022614107,15.008277,-0.00037622994740514886,0.0097643295,-0.0016215731,10.12645999976354,10.666349999763554,-3.6724517,3.6724517
5.6,19.441778,-99.17265,2240.3408,84.04511170000002,0.0045278626,0.018874172,15.0067625,-0.0005085922906428993,0.015305015,9.060424e-05,9.156239999964328,9.88606999996432,-1.3574193,1.3574193
5.7,19.441338,-99.1721,2240.3408,85.54593370000003,0.003593327,0.015476196,15.00822,-0.00017823693191050362,0.01379821,-0.00089890254,9.456559999964327,9.712329999964368,-2.4470347,2.4470347
5.8,19.440973,-99.17198,2240.3396,87.04671840000003,0.0031139029,0.016438756,15.007847,-0.0003650661858727619,0.013376589,2.1821174e-06,10.517400000117846,11.04127000011789,-0.9348626000000001,0.9348626000000001
5.9,19.44126,-99.172356,2240.3389,88.54736995000005,0.0031220708,0.021040436,15.0065155,-0.0003435958052939201,0.0140363565,0.0011287623,11.296839999714791,11.789899999714805,0.7146442500000001,-0.7146442500000001
6.0,19.440588,-99.17203,2240.3367,90.04801975000004,0.0031887065,0.019572284,15.006498,-0.0004640696530970185,0.011933961,-0.0002227225,13.449960000072053,14.115900000072031,-1.1059905,1.1059905
6.1,19.441969,-99.172035,2240.345,91.54915165000003,0.0037006354,0.017781794,15.011319,-0.00016830661861983145,0.01053742,-0.0006841426,5.319700000109151,5.561220000109131,-2.220237,2.220237
6.2,19.440796,-99.17189,2240.343,93.05020275000004,0.0034549902,0.020343479,15.010511,-0.00024372124952971391,0.011737187,-0.0008842976,7.252560000061862,7.6023000000618595,-2.41979885,2.41979885
6.3,19.44047,-99.17216,2240.336,94.55078095000003,0.004298731,0.02375675,15.005782,-0.0007264876770684093,0.012066788,-0.0007289834,13.85434000012367,14.896850000123663,-2.147459,2.147459
6.4,19.441105,-99.17237,2240.3416,96.05161005000004,0.0032315976,0.021078326,15.008291,-0.0003443275125244396,0.011072553,-0.0018562325,8.557469999710406,9.051579999710441,-4.023168,4.023168
6.5,19.44095,-99.17232,2240.3398,97.55232545000003,0.0038311726,0.021505367,15.007154,-0.00035032751180058655,0.012192274,-0.0017849724,10.361219999713342,10.863939999713352,-3.9415554999999998,3.9415554999999998
6.6,19.44106,-99.17187,2240.3389,99.05324460000003,0.0043689436,0.020581055,15.0091915,-0.0003052682832004108,0.009744014,-0.0004375214,11.264339999714764,11.702399999714771,-1.3139873,1.3139873
6.7,19.441181,-99.1719,2240.3389,100.55399950000003,0.0033066391,0.020550754,15.007549,-0.00039459928265507153,0.011762806,-0.0006760243,11.226219999714772,11.792469999714797,-1.7330278499999998,1.7330278499999998
6.8,19.441545,-99.1724,2240.3416,102.05467870000003,0.0025771447,0.019739516,15.006792,-0.0002672961608815432,0.014322589,0.00014869944,8.603829999710399,8.98739999971042,-0.90167875,0.90167875
6.9,19.440693,-99.171906,2240.3389,103.55546420000003,0.003744785,0.024627019,15.007855,-0.0005417630131982963,0.010016342,-0.0010463106,11.11046999971478,11.887899999714762,-2.4687761999999998,2.4687761999999998
7.0,19.440062,-99.1721,2240.3362,105.05617290000002,0.004403368,0.021687225,15.007087,-0.0005599720669056286,0.0101767825,-0.00070986856,13.828439999719137,14.631999999719142,-2.0505459999999998,2.0505459999999998
7.1,19.440584,-99.172066,2240.3367,106.55687150000001,0.0053903894,0.023686104,15.006986,-0.0006646410171146769,0.010178217,-0.0014934533,13.18968000007203,14.143440000072019,-3.39861635,3.39861635
7.2,19.441677,-99.172066,2240.342,108.05784940000002,0.0034577695,0.018865112,15.009779,-0.00027252960997758855,0.010446486,-0.00058781565,8.195619999810845,8.586699999810833,-1.73234635,1.73234635
7.3,19.4401,-99.17207,2240.336,109.55849430000002,0.0046022628,0.020087183,15.006449,-0.0004532403870825826,0.014239832,-0.00028340626,14.014600000123664,14.665000000123712,-1.2938764999999999,1.2938764999999999
7.4,19.441229,-99.17259,2240.3423,111.05929520000002,0.0034601537,0.019561745,15.008009,-0.0002414634099413331,0.0128793875,-0.0006666569,7.93020000011353,8.276700000113522,-2.367025,2.367025
7.5,19.440472,-99.17209,2240.338,112.55999000000001,0.004533777,0.020269666,15.006948,-0.0004500278441838025,0.012037995,-0.0013051729,12.063349999716252,12.709139999716228,-3.0897759999999996,3.0897759999999996
7.6,19.440485,-99.17242,2240.3394,114.06077160000001,0.004648934,0.02172333,15.007816,-0.00032249476233904263,0.011937474,-0.00014610153,10.738900000067645,11.201680000067654,-1.4874055,1.4874055
7.7,19.441141,-99.17205,2240.3408,115.56162600000002,0.004933988,0.01931617,15.008544,-0.0002748710732168484,0.0128170205,-0.0011571535,9.33299999996433,9.72743999996436,-2.9676622,2.9676622
7.8,19.441149,-99.171974,2240.3433,117.06270700000002,0.003810526,0.01719872,15.01081,-6.418118458087532e-05,0.010448447,-0.001156302,7.105029999909789,7.197129999909805,-2.7250838500000003,2.7250838500000003
7.9,19.440773,-99.17217,2240.338,118.56332560000003,0.0035939482,0.020959187,15.006186,-0.0005436793889404884,0.0112908175,-0.0015199971,12.021419999716215,12.801599999716245,-3.35430515,3.35430515
8.0,19.440884,-99.17244,2240.3403,120.06408215000002,0.0031331498,0.018313155,15.0075655,-0.00025330313047099194,0.01246341,-0.0019272668,9.970630000066194,10.334120000066207,-4.141776500000001,4.141776500000001
8.1,19.440989,-99.17175,2240.3396,121.56500965000001,0.0038389903,0.022972766,15.009275,-0.00037765154999059355,0.010209312,-0.00073451333,10.508920000117882,11.050850000117862,-1.8195602000000002,1.8195602000000002
8.2,19.441315,-99.17222,2240.3408,123.06577465000001,0.0020086116,0.018724732,15.00765,-0.0002834355324797157,0.013456271,0.00089954206,9.45259999996432,9.859329999964359,0.5193920000000001,-0.5193920000000001
8.3,19.440702,-99.17242,2240.3367,124.56633335000004,0.004885577,0.022966057,15.005587,-0.0005976514967863773,0.012798156,-0.00054265576,13.21953000007204,14.077160000072013,-2.0870395,2.0870395
8.4,19.440908,-99.172424,2240.339,126.06698755000004,0.0041676825,0.018610593,15.006542,-0.0003879024195687292,0.013377394,-0.001056122,11.07512999996726,11.631769999967275,-2.8306335000000002,2.8306335000000002
8.5,19.44104,-99.17212,2240.34,127.56773005000004,0.002908139,0.020662144,15.007425,-0.00039556095497878197,0.011259873,-0.0012801385,10.153469999763558,10.72109999976351,-2.9498122,2.9498122
8.6,19.440622,-99.17218,2240.3364,129.06834195000002,0.0043687355,0.01870415,15.006119,-0.0005765365214866948,0.010034799,-0.0015578511,13.62019999976934,14.447529999769358,-3.3666460000000002,3.3666460000000002
8.7,19.441145,-99.17217,2240.3389,130.56916985,0.0035478454,0.02464709,15.008279,-0.0005749825150332075,0.010144654,0.00043486955,11.10049999971477,11.925599999714791,-0.26404767500000004,0.26404767500000004
8.8,19.440321,-99.17243,2240.3367,132.06976445000004,0.0033422306,0.021025546,15.005946,-0.0005277281740062762,0.011799396,-0.00043250248,13.361280000072043,14.118570000072054,-1.629796,1.629796
8.9,19.441196,-99.17227,2240.3394,133.57047360000004,0.003563715,0.020931136,15.0070915,-0.00041350520291290874,0.0116640935,-0.0007253348,10.705350000067654,11.298730000067678,-2.1518953,2.1518953
9.0,19.44082,-99.17205,2240.3396,135.07129150000003,0.003024389,0.020326685,15.008179,-0.000439114954354695,0.008569173,-0.00028756724,10.539220000117894,11.169350000117845,-1.2831185999999999,1.2831185999999999
9.1,19.441086,-99.17212,2240.3418,136.57210680000003,0.003438269,0.017100021,15.008153,-8.99790938338246e-05,0.014268034,-0.0010357541,8.524799999760603,8.653919999760603,-2.7640255,2.7640255
9.2,19.44056,-99.17202,2240.3398,138.07296530000002,0.003932525,0.020892046,15.008585,-0.0003126132302345297,0.011222475,-0.0011717876,10.379199999713308,10.827799999713307,-2.7451138,2.7451138
9.3,19.441141,-99.17212,2240.3396,139.57370740000005,0.0033227988,0.020446427,15.007421,-0.00035739371300636316,0.0123435585,8.8395434e-05,10.550540000117849,11.063400000117895,-0.79071715,0.79071715
9.4,19.440254,-99.171844,2240.3396,141.07461140000004,0.0035482938,0.01718624,15.00904,-0.00012312891923839115,0.011100291,-0.0006760498,10.822550000117872,10.99924000011788,-1.75404225,1.75404225
9.5,19.440498,-99.1724,2240.337,142.57517790000003,0.0039068274,0.017910887,15.005665,-0.00040997907110647226,0.013408835,0.00052044896,13.060059999919986,13.648379999919939,-0.19391267999999998,0.19391267999999998
9.6,19.440542,-99.17201,2240.3362,144.07593020000002,0.0044304677,0.018274222,15.007523,-0.0004173309862247722,0.010860269,-0.000265616,13.880569999719171,14.479439999719148,-1.0500102,1.0500102
9.7,19.440765,-99.172325,2240.3416,145.57677270000002,0.003524979,0.024963636,15.008425,-0.0004231149573288291,0.010072109,-4.5998095e-05,8.47629999971042,9.083469999710417,-1.1791608999999998,1.1791608999999998
9.8,19.440783,-99.1723,2240.3418,147.07756340000003,0.0031344832,0.018652614,15.007907,-0.0002906689813610056,0.011561076,-0.0006519595,8.467639999760593,8.88474999976063,-2.3400247999999997,2.3400247999999997
9.9,19.441105,-99.17207,2240.3398,148.57837940000002,0.003954486,0.018889602,15.00816,-0.0003494355258470573,0.010800936,-0.0004093127,10.348039999713308,10.84947999971331,-1.527018,1.527018
10.0,19.441149,-99.17208,2240.3413,150.079258,0.0041287076,0.019348085,15.008786,-0.00032328918734329934,0.011374959,-0.0013687692,8.83277999986251,9.296699999862483,-3.1921655,3.1921655
10.1,19.440037,-99.17218,2240.3335,151.579709,0.004982159,0.01977982,15.00451,-0.0007297768739308363,0.011122338,-0.0013973007,16.3548999997235,17.402129999723513,-3.01468325,3.01468325
10.2,19.441439,-99.17203,2240.3438,153.0807103,0.0031123117,0.01863021,15.010013,-0.0001898815308189673,0.010742583,-0.0002199587,6.523499999807939,6.795979999807912,-1.3310146999999999,1.3310146999999999
10.3,19.440796,-99.17185,2240.3374,154.5813936,0.0041177063,0.020899136,15.006833,-0.000575414570639368,0.011810728,-0.00018648551,12.507560000020362,13.333280000020352,-1.05601605,1.05601605
10.4,19.440727,-99.17199,2240.3372,156.0820421,0.0035717916,0.01946919,15.006485,-0.0004392473585103637,0.012093748,-0.00056087924,12.863079999970182,13.493399999970165,-1.6088025000000001,1.6088025000000001
10.5,19.440247,-99.172264,2240.3357,157.5825634,0.0034589977,0.02109167,15.005213,-0.0005198605803460376,0.013853525,-0.0004186531,14.27805999982104,15.02405999982102,-1.49676345,1.49676345
10.6,19.440605,-99.17232,2240.337,159.0831806,0.0045079226,0.019795693,15.006172,-0.0005519720693785064,0.013267352,3.6968573e-05,12.95867999991998,13.750759999919978,-0.9879633,0.9879633
10.7,19.440254,-99.17192,2240.3398,160.583993,0.0027835679,0.018072102,15.008124,-0.00033563761805855465,0.010732696,-0.00227174,10.43955999971331,10.921199999713338,-4.4055,4.4055
10.8,19.440588,-99.17208,2240.3381,162.0846964,0.0036198108,0.024708692,15.007034,-0.0004928710402296478,0.0104236165,-0.00025034818,11.916299999968714,12.623569999968709,-1.19546745,1.19546745
10.9,19.440401,-99.17186,2240.3357,163.5854188,0.0041884,0.022502724,15.007224,-0.0007129894262212815,0.008979258,-0.001036614,14.204079999821033,15.227219999820989,-2.3217185000000002,2.3217185000000002
11.0,19.440079,-99.17221,2240.337,165.0860456,0.003769221,0.020727377,15.006268,-0.000520306573256784,0.009424203,-0.0016814655,13.075499999919941,13.822139999919955,-3.4866247,3.4866247
11.1,19.439842,-99.17199,2240.3374,166.5867094,0.0041472483,0.021329366,15.006638,-0.0004364320280396391,0.012830737,-0.0012302863,12.668020000020363,13.294300000020371,-2.8753594999999996,2.8753594999999996
11.2,19.440464,-99.17195,2240.3367,168.0873618,0.004216408,0.020797413,15.006524,-0.0005872682251697976,0.010258564,-0.0011090252,13.247270000072035,14.090000000072052,-2.5429950000000003,2.5429950000000003
11.3,19.4406,-99.17238,2240.338,169.5879691,0.0028703571,0.02011466,15.006073,-0.0005407525605326621,0.010728513,-0.0011632299,11.987819999716237,12.763799999716241,-2.732633,2.732633
11.4,19.440254,-99.172264,2240.3394,171.0886419,0.0033334824,0.022421274,15.006728,-0.000553714229124784,0.013298172,-0.000649929,10.585050000067667,11.379630000067664,-2.1152979999999997,2.1152979999999997
11.5,19.440262,-99.172264,2240.338,172.5893599,0.004583042,0.019435514,15.00718,-0.00042429265746583204,0.010133444,-0.00064287207,12.115569999716229,12.724429999716222,-1.99701615,1.99701615
11.6,19.440681,-99.17191,2240.3394,174.090175,0.0034493394,0.020181604,15.008151,-0.0003777421423121738,0.011154289,-0.0001316902,10.728200000067659,11.270260000067651,-0.9963336500000001,0.9963336500000001
11.7,19.440449,-99.17236,2240.3381,175.59072339999997,0.0032460906,0.022314671,15.005484,-0.0004806271406916346,0.01341048,0.00032155338,11.87139999996873,12.56109999996869,-0.50455415,0.50455415
11.8,19.44116,-99.172646,2240.3408,177.09142434999998,0.0035761935,0.022365522,15.0070095,-0.00045052958624235335,0.011363422,-0.0002241906,9.229269999964345,9.875779999964323,-1.48536395,1.48536395
11.9,19.440022,-99.17233,2240.3384,178.59208585,0.0036842062,0.02061474,15.006615,-0.00044571425619888854,0.012325182,-0.0006089473,11.70429999981667,12.343899999816642,-2.0824415000000003,2.0824415000000003
12.0,19.440653,-99.172134,2240.3403,180.09291029999997,0.0030991856,0.020080894,15.0082445,-0.0004247386504168396,0.0090482,-0.00081129477,9.82010000006619,10.429600000066216,-2.1657115,2.1657115
12.1,19.440357,-99.17195,2240.343,181.59398789999997,0.003444961,0.01901881,15.010776,-0.00014593031255298974,0.009306674,-0.0019616024,7.382170000061819,7.591580000061867,-4.0548329999999995,4.0548329999999995
12.2,19.440598,-99.17183,2240.341,183.09488159999998,0.0034344916,0.018043723,15.008937,-0.0003855748937844209,0.010900113,-0.0012203191,9.113000000014551,9.66630000001453,-2.8539267500000003,2.8539267500000003
12.3,19.440853,-99.17244,2240.341,184.5955774,0.0023807075,0.0207979,15.006958,-0.00036199998418736735,0.012010646,0.00013820664,9.124660000014558,9.64413000001457,-0.8433166,0.8433166
12.4,19.4401,-99.172035,2240.3374,186.0962658,0.0046282723,0.022418413,15.006884,-0.0004947874160689203,0.011391959,-0.0008581794,12.589140000020393,13.299160000020379,-2.3146218,2.3146218
12.5,19.440615,-99.17238,2240.343,187.597084,0.0025384047,0.02012195,15.008182,-0.00019068989315905446,0.011921407,-0.00031465024,7.288360000061857,7.5620000000618575,-1.5925162000000002,1.5925162000000002
12.6,19.440216,-99.17173,2240.3406,189.09807289999998,0.0032729933,0.02352031,15.009889,-0.00039949823658657577,0.008267689,-0.0010906465,9.526619999914146,10.099899999914157,-2.381758,2.381758
12.7,19.4404,-99.172066,2240.3423,190.59891399999998,0.0020120936,0.02382781,15.008411,-0.000298794416195165,0.011108466,-0.001063229,7.880760000113526,8.309530000113512,-2.41652575,2.41652575
12.8,19.439741,-99.17228,2240.3394,192.0995211,0.0027914585,0.019794084,15.006071,-0.000432585338870427,0.011833834,-0.0018184821,10.723320000067645,11.344080000067663,-3.9797505,3.9797505
12.9,19.440454,-99.17201,2240.3435,193.6004723,0.0028274918,0.021354161,15.009512,-0.0002398188107334262,0.010676582,-0.00093486294,6.7674299999599725,7.111569999959954,-2.51598935,2.51598935
13.0,19.441015,-99.17195,2240.3423,195.1014051,0.003540075,0.01885698,15.009328,-0.00024118466431295794,0.011078767,0.00024913187,7.92190000011351,8.268000000113489,-0.6212227,0.6212227
13.1,19.440092,-99.17225,2240.337,196.6020016,0.00416644,0.02023809,15.005965,-0.0005102020463227675,0.011987728,-0.0007619889,13.007659999919952,13.739799999919967,-2.1668442,2.1668442
13.2,19.440393,-99.1719,2240.3406,198.10282909999998,0.003098614,0.021954928,15.008275,-0.0003780626997577066,0.010326208,-0.00088106043,9.527079999914122,10.069599999914146,-2.2077745,2.2077745
13.3,19.440077,-99.17192,2240.341,199.6037431,0.0036111667,0.02053162,15.00914,-0.0002445783923357382,0.010593261,-0.0010261124,9.258730000014566,9.609700000014527,-2.5990575,2.5990575
13.4,19.440144,-99.17227,2240.3381,201.1045176,0.005217927,0.018101256,15.007745,-0.00036510799771385244,0.011155131,-0.0010946856,12.00289999996869,12.526829999968697,-2.750686,2.750686
