Y_pos_m,ajuste_izquierdo_mm,ajuste_derecho_mm
2094.0716025629536,104652.93613932586,74328.71098531487
2075.312940550071,106406.86453695175,73988.4703631257
2088.6640765663433,110249.45868771333,78888.23065579029
2083.969109732765,109598.29289110418,77377.28020358465
2084.588743510352,109835.60380916188,77283.0337302031
2090.381768121375,107293.91917704583,78162.42182800896
2078.652592196504,114293.39631697188,80774.43101022056
2082.923608511489,115265.5222980523,84473.06273963473
2079.9903363373437,115147.89538687402,83940.83146609052
2072.5278852398287,117677.87709119852,81319.42293650485
2079.2214110913555,109080.09682250537,79668.08861414572
2081.342614870121,111655.09018407417,82806.25722865507
2067.308344889257,118268.16727773918,87250.58211977746
2073.374105757164,118354.02467989258,82287.0797886207
2085.2785966517245,112044.44052654435,82651.08581988202
2083.810923419032,105841.77832696775,75503.48532288765
2076.977947058834,113876.93524268852,79646.25659135393
2075.4612027579474,120547.72725312345,83958.2659104346
2071.424610143065,122311.77492723432,87691.60668581628
2077.2700108384242,111381.0209958835,80496.37495714934
2096.2925599052064,105669.51861319573,75813.40002752839
2095.8585596659022,97309.38517158537,67657.88278207788
2103.5994525956726,99929.37891305007,67160.56994922034
2116.5545040381594,98633.73381060477,70520.45469124243
2095.1892107728954,108925.44558427075,75266.66043371352
2078.5032807682187,109621.93930530285,77420.54045557632
2076.815270973484,112344.29423011914,83971.15582805446
2071.826746442199,109101.40292400424,82850.23950922096
2091.7353907726656,113243.85045389422,77824.739028115
2085.0910058188206,103613.92898833352,72780.82947040704
2106.7698001134536,97393.4688337511,71615.25621614
2099.335383893448,101921.49645707241,72557.2207744526
2087.4938315434965,102656.29252261597,76698.68028605897
2096.7988230288393,100513.24870248076,73280.66310681457
2103.5766525872396,96187.6459999984,68425.8615100348
2109.314168888661,97554.00540644099,67131.38290626241
2100.75411281859,100135.71323045921,72472.76053313266
2079.8563619749825,108242.53702362029,78218.92680763992
2077.1893936099677,113491.20107001194,80112.28145117476
2075.3947844831723,113343.51896384031,81568.7951108045
2069.6208979350067,115633.65881455116,86371.78129975787
2084.6056098798235,108902.94115122544,80987.2135436002
2094.513020610048,102717.33541067093,74470.83828825732
2097.4199341065832,101956.60235434325,73511.91666645775
2087.611007111455,108904.27576994764,75792.38429461938
2082.325468063191,107496.94351716236,76844.1101819692
2074.33053346612,109880.23338801753,81653.40548437372
2072.426146482755,117074.89837988613,81610.23445567503
2077.1306359134123,114800.92112002287,83408.22369702221
2087.5918438568306,106455.97944569463,75479.76368344598
2094.6795524422805,98979.20351136294,70628.37222534684
2092.7849957503495,101022.95591995415,72310.54280274124
2084.0891297579587,106848.83147124462,74624.7607501234
2085.8447529427544,105799.15591561873,76373.65860316377
2083.9577961542745,108678.58963577934,76651.20438815754
2087.3575864168547,104332.41606226686,77512.05895847942
2086.83222095196,109697.09177399921,74840.87924069645
2094.966320293799,109082.18133753388,76450.37876814672
2094.220363492486,105111.07186641241,77107.967603491
2088.795557201984,100005.62153102165,74279.94327278962
2096.4768518835144,106180.21765664134,72099.13600968821
2075.3292534245775,116210.54512664354,86303.79893035065
2049.170991339938,133013.43838878837,99380.88201387909
2028.9512301796524,147399.5684450045,102858.832148428
2020.4880382549784,161425.41477704386,113638.46047638256
2001.6717038242468,163911.0175158964,118042.74296602694
1988.5994182485979,172666.62041192772,124249.02908882036
1982.560931149235,180650.35346205407,130947.58017679266
1974.3471898387563,187903.6585229704,131276.12390202066
1991.3732798292874,182241.302190973,129662.89988771956
1989.3074515639432,175133.0268244739,125975.33627584415
1985.3059127475315,177206.8371895046,131853.99546208727
1985.092668380393,179866.82194119142,125676.49280594704
1966.1298768408355,188521.09178462505,135119.27890341743
1956.9135908836502,192022.70587726447,139734.66208000123
1942.2684825582282,212392.0298736081,149525.14329584525
1956.1039316891538,192172.83701016055,140008.03718781957
1975.9697818278862,185262.60863032253,132519.30282321366
1995.0155327637985,165137.74884008747,125491.36993431044
1989.8484020154458,173154.41151479873,119431.18420925627
1999.0470097767898,167953.176373459,119557.57154940287
2002.499891583857,159305.72668884703,117731.27484954755
2017.1532147868968,153316.42743224415,111020.14492654693
2037.9000720664726,142375.66131474546,108132.83554988039
2062.90273836113,127425.23180362307,85605.49587200742
2086.4847976391757,109019.5723331712,76169.91178353793
2064.7355688842053,130737.4460502789,92000.0871603093
2024.857862472495,150811.9133362878,108135.95324878728
1998.4378522247973,163496.5607954529,113984.53523451406
1998.8842964214903,170078.26618084803,120359.12309386049
2005.95627713457,164084.24527162517,121829.93021578895
1977.3571051748493,189947.6411381293,129417.85052921406
1958.3137557603095,203824.63736149707,135760.88003749194
1954.7996262725803,209291.06548539887,144168.42110128
1968.0709604397573,184679.76751203314,132421.8014884331
1994.290336473131,173528.82538837133,126999.70841628552
1982.6763340860182,181954.89148749644,128258.49314870684
1974.3424217144918,186876.42638472383,133008.09933854916
1955.938060322113,193327.85916605822,141068.36536615464
1952.594470348948,197998.87397191438,139325.13563383356
1939.5222490965557,204089.7582551273,148783.6251878282
1954.1810342278231,198754.5406485059,140938.66712154634
1960.2462741681281,189281.53127330303,136971.68224930513
1969.8422230081533,184464.94405119895,128060.03868161234
1987.8211783879526,181919.37481098628,127785.5962265947
1996.2841213436689,166836.92332695556,119950.75819984335
2005.2026118275576,175961.87069208673,123804.88672137301
2006.716298722857,167576.0940986537,118986.13553215406
2028.2016373164367,156025.3369470009,109034.46775007989
2058.2615891843593,126701.77103375255,90193.09301249545
2089.997526692736,102656.81213383569,72227.41723065088
2087.471707270699,104594.75377417935,74754.21192174459
2086.63737098559,113562.56049800702,75911.47251546425
2084.3614946114444,111363.22491741239,80349.03837488161
2082.5123759080366,107072.69889189399,79722.84633522226
2092.920985956244,109137.10213845797,77368.59761213676
2086.9106813929525,105618.46607483523,76651.7626427008
2097.008609335695,100732.51348390122,70181.72497612728
2096.473738437931,96029.56286227523,71195.83791128201
2092.2029659427,98667.0909312108,68447.37982728392
2109.225721305112,100170.53701353451,69257.35490086091
2092.037005847907,108985.21236481251,77725.20765980153
2066.790458511503,116538.95187097936,84178.55629443047
2064.3171910834785,122655.67933727185,88172.32343615232
2069.0875125865837,124544.2997863038,86006.42382980137
2073.58674433317,119170.7958411704,88529.97635220851
2071.3893653844284,116773.95519007125,78519.76221354888
2085.208214783353,109471.00114339998,79428.63148411982
2097.78397434309,105622.3784482908,78000.36253066974
2089.4863829312317,104191.36157462206,75974.78798152473
2087.3504053549673,108666.65799933199,75765.9643857534
2063.6728610803116,116065.84992147617,80903.20387741686
2069.8651666038254,121545.1982137407,82732.94611665492
2059.7561917273974,127389.99829677877,89690.38780329589
2048.798830871849,134436.68567191507,95878.18854982172
2036.9830007664937,146265.18975412758,106886.83784949165
2054.9450885380206,128216.25465126394,92348.66609785991
2064.9823692687146,117328.17442970822,83852.04300999969
2085.475953598312,108965.90265633997,76457.66016222416
2086.0324037203177,108343.31192161927,74107.15158771226
2105.963384913162,100776.64180965912,71060.55144616927
2096.712955423833,102401.2165334642,75057.98583996698
2082.580454154046,107868.80099799256,78901.44649650886
2090.166828393544,105870.95171028856,81001.07630423718
2079.116814554941,113887.69855433212,76786.80413923235
2077.564365374841,111185.58901637007,82307.20462127567
2080.493132509348,104835.57425760487,77649.00482198586
2081.4326000594665,110743.30965046698,76267.31236309359
2072.8214004637757,116079.57217194105,84652.98095198906
2039.630134420095,140051.8297765234,101998.37881135917
2002.622896902435,160104.07259284696,116676.1070792146
2001.929085416214,165440.90482051123,116546.37572849503
2009.5865680196075,164366.65568631276,114271.56959226225
2005.7302971435,163718.75516476008,113807.1823594363
2007.198281696416,165276.2638998951,122130.97584197456
1989.7449421205488,171022.4225240714,122044.54697223593
1999.4235289552823,176128.3470188522,121580.70410200939
2013.8548996037052,172772.32065742568,116900.32283444957
2003.7067686887565,170113.6847155779,119530.32461150996
1987.390233687934,178352.25015684872,128201.48986173524
1983.3652884565022,184784.09227331277,135924.8651813151
1984.1072944653904,181569.93700274726,133122.40654703867
1976.6560985272067,178332.42849411344,130939.23943929536
1985.161153704602,172351.9408309874,126391.68926591509
2003.386141395446,174022.76788162492,129312.44977513632
2002.7114305704142,165471.4260403102,115709.11302173743
2005.645326790589,158813.90452454338,113923.84821153828
2013.1577081702044,150427.03229955255,111967.06611375077
2030.999696048353,142597.49508266215,102352.09775919755
2046.064939219903,136865.80960198116,95233.19261383776
2054.0738896990256,126815.42147428698,87072.79326735545
2077.4283543565402,111749.41822711116,85313.57850252916
2089.5554351402793,110675.99671520393,79871.47627944541
2089.4553348328272,114539.8727407918,80326.35783995231
2059.7614429278583,126857.39523989531,90717.039627903
2031.644995898211,151896.252528841,100620.85615717895
2033.0448404940014,154419.69481989928,104076.87876379807
2027.2766332867266,146302.88640302702,106609.27916862423
2027.2515160792943,152327.05445266078,107019.52252375761
2026.0616580088772,150022.1729810098,105238.5678351412
2029.2425059062339,146755.84510385458,102902.4630493312
2019.4093229285284,154653.833333395,105713.1521187939
2002.7581284109644,172236.65026650266,116740.35598492036
1989.672280894781,173085.4633861895,125686.86783695928
1981.6075803753174,183072.40086801903,127950.94786962662
1969.752081437088,191024.8973884807,137563.03237800585
1966.5117205999632,197552.72981106717,130789.16270939252
1980.2090645491176,191703.806379404,136148.30754397158
1980.1976914159823,181861.43200377573,129674.3448952209
1993.4715318241172,170547.6496658643,125068.75974609566
2008.9733176610187,165668.57372506778,115780.04876872705
2019.8628309177666,150697.68610499962,105985.55808306896
2045.8512182594407,140413.31466246382,100902.08147898561
2042.502297740557,139947.93024893914,100830.63295571646
2024.766599771012,155915.31414219952,109890.74556099404
1995.770778847585,170782.57480663763,122758.45218872261
2025.86422331892,149119.62143342808,108364.79387294574
2057.5082275232576,130781.97604933029,92514.4640488409
2072.0850383934817,121151.47594518308,85825.28255309451
2059.976015882833,123100.5077533445,86850.00828770506
2049.943256577496,128731.47414117944,94980.51907128823
2061.2794185758225,127557.11861366473,91383.69940843666
2073.9435629295904,115406.41256608453,87817.01899343282
2083.799180101958,112577.32437779605,76650.22260000103
2088.868460173712,107565.02345880424,80600.94710272235
2091.971939982223,100140.13527198917,74272.50631949988
2087.0866546110037,103000.91332038358,75377.56846849079
2096.4392752546732,100310.21247909173,72129.31184127145
1787.3427959173007,314260.4476881847,223488.99585725824
1080.667739947426,830467.6333311097,601341.6167162416
365.0375123788231,1270615.5278940306,948076.1480595949
369.00780436276574,1293421.380432086,925222.0470745263
416.919470765126,1280256.6457242223,905618.3524999914
428.08520084672983,1184644.4885694585,948271.080020094
362.8440809377535,1086845.4960763513,1159399.5597368088
305.84412765458865,994405.0756306137,1370420.8236948925
370.427575079246,981183.4121045677,1234285.2158584062
464.1786122752922,888141.8807036459,1220910.453865372
492.8754516324344,868936.9812642605,1231692.1854446284
461.00877734524215,895042.0656210996,1249621.712206741
401.74713039875314,903289.7083503684,1277705.878862125
410.0244735354966,912174.2667283213,1254747.0011561047
400.6394278767485,937342.0668711214,1287214.6016023895
403.39464190017236,911522.4771526605,1252498.780580571
383.5340745184929,921239.4977562372,1298472.205781929
369.2961084860474,931056.4754289489,1298030.574935947
349.07269884677146,949517.2139270825,1278630.7397853879
330.6441515873289,935513.7261833678,1327411.917704696
333.30987438302975,965871.0678564653,1281712.568512609
358.1832652022443,951363.6709325165,1355660.5911873449
392.0082962775091,936432.4498327906,1315718.404344612
398.99699663588956,885351.9405212293,1327643.6928464633
405.93047535712157,934577.15839915,1273832.93070995
424.8235974955036,954804.8956495557,1309716.570858441
431.25742112179864,898274.3154790153,1293788.585061179
445.8969961929729,866545.5252283135,1310680.291314246
422.74154180795637,935516.0010615184,1264091.213193057
391.09122387367756,923161.3616440285,1286166.90944138
386.82847101425955,962312.162515969,1227147.5451844214
401.4046375906348,1104359.3319632737,1057012.5224587237
430.05477732392546,1269924.343769274,935196.030532302
419.5441334586497,1159826.4153053376,1032260.7504102824
420.3540281419566,1032104.5515727332,1208616.9743552892
422.4957299780837,969486.1360455574,1235855.1837495195
426.83960424712853,1112283.5384645984,1045705.5500079906
433.5857514934111,1237860.5729786928,933816.6706872036
373.60782737436,1183760.1573323337,1069326.3987843916
315.49185878213757,1046573.1278846867,1289032.1029329977
272.4072231354045,1096350.2414055427,1371563.1873789607
295.4413677813975,1197485.0645066292,1150165.5623941005
311.92253848670526,1364869.2684863515,1002242.3564523862
343.12010491653785,1216366.2397314564,1113043.5473801724
375.4365043866256,1041002.5082610532,1231547.5379289486
375.4113983737357,935014.0337603629,1277645.3590304526
378.3761376377111,942395.7183871561,1264398.3820833492
353.77116366528253,929452.1601187361,1305149.0502107537
338.4547433660856,956805.6223844937,1351732.499568829
331.6419093777468,1012216.2888337421,1364704.812038877
317.80310038694836,946234.4798554231,1270628.9490555408
319.04070912084006,976662.0498656107,1325436.1359464424
333.24604905642434,924815.0191411275,1333132.1565370269
363.89055803998747,1038290.8152084776,1163292.4599758845
395.22330268551235,1215101.6808403803,1002264.3431914267
395.93253260565655,1301784.2053524898,918655.8686219808
399.71516005605923,1274126.7217010723,927088.1102485997
392.2629990585359,1372938.4611974168,935821.8567277683
410.1351627283973,1087318.0484850535,1019781.3288080249
425.99311863400334,990004.4566327424,1180093.2281471908
419.23924869985285,903171.5004318161,1287358.9666207768
396.8038193244078,909663.247172968,1284529.182505506
372.3518065826105,951526.1052708549,1266755.499119659
397.2197062727172,944196.2982391525,1341102.0592576333
418.2392296597565,912528.9908317734,1295289.5744620315
433.85058576105314,926344.7965847761,1299153.324946595
427.6662702866961,913825.6474684202,1225646.2162949902
411.75922726567944,878831.1791322649,1282334.9457449038
403.4685195795801,916440.0233344265,1250114.2476342663
414.6574947605552,921519.6870989343,1293644.9346676613
404.33027131022715,935254.2450824206,1336405.4659351632
380.0778770100805,944047.6957595316,1306013.0877323386
378.86956438841673,909367.8934736752,1376982.6472553455
393.55404154595595,1048775.1211691122,1186122.9629794501
413.6829097254181,1198857.845976266,1034586.0561559952
428.1885139723694,1160117.081938118,938952.7718432382
403.76101526174403,1105895.6158977984,1094674.0706062308
397.3261746052367,945822.7142860598,1295674.8599040452
396.06776509854893,916433.6148787169,1333760.2742282685
399.15338334521056,888604.4521368317,1267167.185091524
384.9782512394773,983808.1103923047,1228210.0967838159
377.6351276221705,1126491.208731265,1117047.1512450948
367.806014849399,1282941.5820764955,934547.1252792802
386.80770221016735,1302395.9149288745,922204.5312283848
410.79893024353953,1248712.1297403467,939475.3278941774
424.9883941993801,1227229.471093515,970213.9020117596
395.5484165304101,1125202.1678378175,1137635.2996800789
371.4048413083161,956727.9415033784,1282557.7707182039
400.1953890397329,1112016.6963126117,1136907.606242531
427.3255143524286,1171611.6406765215,988144.5528050655
426.9233500604453,1279706.8554296156,898098.0759132816
382.5312367878244,1306331.962955971,932927.8940098953
341.28428935738214,1328950.04350014,961895.2418843835
348.0364105636899,1345981.1752531193,974639.548942502
370.9048860426547,1315109.3257759751,885848.3362628717
372.2921404574821,1314816.8254745502,922303.1586241393
333.2594568608662,1301999.9722508173,954238.8403982745
310.6051772243271,1347878.104440433,927800.6954215083
343.94177125067534,1250519.5156139368,1049901.007384352
391.45608785033085,1032674.4782247158,1182685.1536446384
417.1754003833271,897147.781145806,1237860.44415099
397.41152231205535,920979.7115733352,1306574.41339442
372.52403166004507,925949.592008544,1313407.7173205416
360.6969050675624,953899.5453489292,1247265.0919060686
333.2011178126303,934598.7607488764,1354475.1947400074
334.9839979903787,954496.6358584479,1334795.0615138113
359.81161462151726,890400.0457567102,1349047.0796928394
391.1749831368333,939596.715371587,1283958.3444144777
405.3152332022616,878408.2492143862,1322154.968895463
431.5041916747646,921208.4392274374,1286930.3652295761
444.1897061651063,895646.4800012986,1255824.2350042637
416.7018444207848,908423.4989688026,1276051.6740101632
380.8712397950806,916752.2912088917,1281158.4711277515
421.956374100409,1045769.1543411094,1129468.6101021029
441.5329370401046,1148407.957625116,1022015.6874503971
441.64881904385646,1202758.4225133166,997389.9823847826
417.1354498274584,1094313.1546365744,1112211.5233661467
391.85804803679565,914293.0814724821,1223994.4852162655
370.20293357462396,1076011.4036361885,1195242.6104255437
352.09407937849954,1227656.9378234392,1029033.4613306682
346.6963183670191,1281359.1469177734,999793.1710535787
380.6267805970441,1112005.0691446005,1121060.840607105
390.2764108338245,963464.2526615134,1290144.651008016
408.3116769917274,1034254.4164215161,1184143.0826345368
427.5018114596377,1179796.117975244,1023303.6464947975
430.48784540813443,1229892.1361497177,966255.3228576918
457.76372605445755,1024872.5031353852,1093734.5384548043
472.0129047139102,914640.5683517832,1220124.034811455
466.547369692756,886114.7461067799,1223954.8229630576
450.85784827307896,898213.4911035053,1290771.1975082778
445.9966554097569,940306.8140868769,1191166.3998316783
476.2563979528673,1077374.3960398254,1059270.632678232
498.3250920464953,1190783.0211107528,885170.9387488492
442.1440018990205,1136161.2051821651,995164.9748554468
376.1435235116612,1027665.5593868359,1217517.1413829767
332.2320902321859,989187.5683256483,1271333.1784051682
365.396080213398,1117445.7355317273,1096144.0054911957
404.9603082698827,1277601.839074166,938408.2124767511
412.8075646769942,1135891.952996004,1013905.7719690673
408.2347159314445,1015940.0622049688,1181041.8851614606
422.49013608698255,943696.30521261,1209736.3552928027
422.30183947812225,1104886.2065564527,1071572.4857019803
426.47632076990055,1243425.6800385073,926169.9975873984
415.57963459059516,1130547.1981632865,1053981.4343488181
410.53025180324556,1004787.1719273783,1201653.4522095488
392.6255987492503,919194.4115586326,1300561.4312359812
401.5595835839652,931277.2225088844,1320794.9057950038
404.7673148624644,920017.3245031647,1314506.3338019627
354.750913459201,958124.2473610982,1291992.115658643
310.6240893563921,940574.835750829,1360390.9047995158
291.10914166529415,1048692.4869373534,1353159.4056088505
320.1572812809715,1179873.7817436287,1125318.1332224652
352.169543195427,1314262.8941426654,981616.0740765803
360.8752638991963,1329146.6131430147,951215.5963771938
380.65386344599773,1301043.009814021,928643.5320068686
407.13343262026046,1323456.899541304,931318.6134354437
434.53358094721784,1279122.710094697,914059.949893093
461.2627320772381,1229472.437460973,879353.21204386
449.59354031268083,1262095.46991781,899332.1532589941
450.92680626872846,1266629.9994555945,893584.5252610141
444.58576245105576,1206245.813207228,951473.0723947377
420.538572927929,1088400.245587824,1121907.0653594544
388.56446079037835,938589.7655190036,1289047.6538757384
400.08090881214747,1050504.0368519293,1180635.1199939004
417.42513936439263,1167339.1095982061,949691.8926092292
420.1612263060014,1201133.8951380753,992411.873681576
417.47381459392477,1059230.2190982033,1110550.6410098637
412.23593130464656,952793.9497606424,1235893.547305025
406.07995046793906,1011817.0707732908,1137119.9499579247
411.2614290989011,1172062.8085083752,1023739.6081892826
410.01893692078124,1238259.1355244103,952825.9231282923
402.9547080062547,1116932.9116871923,1094565.7128260846
393.259721241322,956211.6362708583,1318164.8221038685
385.6810147148243,1035850.129237011,1217534.1775779282
361.4900744459987,1228292.477440656,1001583.344847261
366.9022072357558,1286784.9469204133,984632.3391271837
386.9758610289691,1115424.9663440192,1126299.944880097
404.0004398341536,938020.6280257809,1267987.779999441
393.54053540806143,963985.591398971,1257671.5567262243
370.82392036309136,929407.6334498136,1307668.4365538429
372.6592635347444,946808.2406796805,1331572.8041685333
409.54820289611894,904115.3585028279,1319659.646144585
454.529562633859,884598.143828051,1231700.658141363
436.00567963937397,917165.6364887096,1237017.3682098072
398.84086252876875,917430.0583726906,1291197.5997568215
384.90174825847714,965113.2657150968,1245793.0209510473
377.691693367791,1148475.8808540693,1109271.1760969406
380.45587470619995,1307341.4044808,936890.8031929291
379.79263193415204,1249493.378310316,918581.1514564459
395.85588161581325,1281005.31920968,910798.5945432588
420.0928637464278,1193921.1277642893,934238.7948541903
437.14369190389453,1088547.3035693374,1065081.7160165221
453.3851500712018,894111.5546146279,1255724.7159459686
460.0457262752281,979759.1002005163,1091696.8240624329
454.70565430843044,1178224.4945621083,992644.5463370547
430.4770612115699,1262741.7060378627,905413.1048798967
404.0419449685602,1274135.9000674484,962831.1613435696
358.3618797695141,1318505.5709837694,973233.9267586627
361.41060827068554,1312864.2500374625,940282.9885527316
369.2069292382598,1268366.6155957894,932643.6595301948
385.11530591716036,1296758.8996144512,931607.8801221957
423.7925040059281,1292057.4946280033,905524.4655968194
442.27983387286247,1182710.5778674695,904226.3100482384
457.85982744883097,1078503.5141827336,1005305.8132575661
479.1321739094125,948352.5154489252,1171428.305631692
468.975302709985,908900.9421624065,1210098.7293014105
447.97220090656253,1108123.7420042048,1065244.2507757635
412.8278336036564,1286840.0591019955,970109.9593837786
433.20103124065474,1151717.4868747874,1029275.4047610451
452.45093638307975,979121.7090255456,1147834.4725778499
451.6636716680302,958392.8369768274,1177547.578596675
396.4410715751627,1093667.6917193218,1062952.6520384725
359.6719660714148,1301589.168825154,977740.6306170338
391.82662346043145,1310931.0829127766,905292.8022368356
440.50780436401334,1282353.2990598818,909061.8045980317
459.81685551980377,1205477.8856510909,924380.1853330574
434.92100579871374,1096180.5463232663,1094833.6344471727
403.94944762721724,929693.468723145,1268778.008758701
384.68034372100004,1060972.8994270237,1175535.6672056478
373.19510784693574,1196532.1121799042,1031117.5378094994
363.5246701669699,1347312.8235430687,930425.1839952504
381.76118163505373,1328299.1081422619,981279.7728404214
383.536728987418,1324145.0093416465,899278.4803024154
388.88470708648805,1152477.967285469,1044333.852402551
383.65287801208643,1021259.5079249279,1183720.185818408
394.5096661209204,927445.1466816982,1310751.912449825
430.8340444751101,917302.7828312262,1262953.6179174513
446.0834279064858,909757.036267195,1276860.8588537197
427.48460639493914,908746.2105498543,1255641.002975359
421.6767020332701,921766.7233991114,1236368.6638004049
404.11755911653944,912774.9908921113,1303605.3966723303
397.2671070257837,880496.7692575789,1292363.4356747142
412.08623021251793,899518.6843906749,1350440.7157381007
408.57299912441994,904042.9203825125,1295388.583766754
402.228368551594,934425.2085060164,1270903.5728539927
409.02347794872304,916905.9003653243,1291159.729915877
396.78378740612635,916066.1100646601,1253131.6471933117
389.22482209220766,910703.8542676802,1288703.1711282665
380.04993898106295,917765.7695979287,1333973.469626831
361.8275583130685,968989.0512354239,1291905.3794253492
373.95935433465456,991792.4853674499,1240341.4765590278
402.9542717760985,1164415.9891793013,1059335.9578196686
435.9196701862819,1245055.9481357895,902040.1197497717
421.3703879799973,1129172.3176852337,1009866.4727218383
391.4693508394615,1068627.421839423,1233224.2299952977
379.9054708862527,934687.3336780362,1296921.1471217894
389.3126809934114,910598.591336416,1310522.7464294755
425.2204307671839,904621.0671308958,1264163.5232101646
413.07939334227206,1037260.1719237191,1190408.7311400054
399.3620182480373,1170792.7125469532,1021845.3780165169
393.2390145842841,1312785.5413385099,928620.4202786386
390.29423106283576,1297820.4062331163,923817.6446778806
398.97122245554755,1321390.6089647736,903681.930324001
413.7505171928608,1290110.4942822894,874545.0736731424
442.4534983270894,1252526.150625819,907329.2248855447
447.1273907147405,1219797.12232605,953465.2453034527
428.8639569924842,1032102.2617308071,1080420.0408764102
413.181753614932,934940.0934579886,1244849.2115577802
380.4515098516603,952284.4854964457,1265761.883816045
343.4627006040471,927941.2983401584,1349524.8304209055
321.34863670105125,981458.0999326049,1278610.8596627328
364.06510447966264,1184682.4200445926,1146379.9498757361
388.32895059842036,1232852.1074949137,950394.0261295495
377.28485158542014,1169100.013248757,1067088.2930334916
366.5891768479994,1052998.5802452755,1259416.6066132498
355.38845382394265,969554.4777754893,1317600.9197818558
391.2541518021464,932594.3229941186,1298986.484536907
414.8954874863677,916846.3533622604,1260383.111761715
411.0500223231097,905823.6298175934,1295457.4293237522
400.6739109722666,919872.5970465441,1281257.667822318
389.59312383987094,966133.8641755948,1291980.1618143376
379.81102004559864,1130153.8639165412,1096880.6384525502
367.2368516508812,1305632.9283112888,964137.3298522119
384.13272525748454,1219245.958569078,1047154.1483110385
373.2660997002592,1033119.6538190967,1216854.4772656667
397.0840842631101,916072.4796272016,1287693.1305513708
423.25473127942604,921924.728422372,1267602.0043847729
448.6723461266908,912461.5141966597,1293734.7265947028
414.8190836594008,915568.3058925964,1334204.7406385299
367.03385397286695,923190.0186782978,1311642.7372836098
363.743002901639,945421.4961091937,1291307.342686543
421.9698827052434,872269.3676583263,1284581.2203626845
468.46097963884716,868015.976255392,1243995.6960328408
437.12723999439356,1037066.5200165535,1146790.850852538
375.5986198875044,1245350.5570831264,1024389.0879984058
342.3765105382919,1236637.2540377956,1002414.5834886207
371.7615857261099,1108988.2902596055,1170091.8385331093
397.31066839070854,944605.45634699,1241779.9088810766
443.0437511316364,1015964.2918702123,1146205.262998952
482.2034625870428,1129794.4480468198,962993.697683405
492.8139377008297,1174960.8067027528,929787.9016375224
442.67579354134256,1034034.2964269856,1120838.4067783612
408.7048093409508,967970.6396861001,1251254.5058579184
436.8775754190884,1044692.3225779287,1148359.0408537856
466.8613933843496,1102445.2537392012,1005906.3383856526
484.5206615488805,1191318.3447945605,936912.5930208828
487.6103530332418,1036457.8016957133,1058893.2274338882
488.5201126456624,871004.982378969,1172545.6450139578
451.4089422281528,857706.4330823079,1287992.5517121367
417.12697428621595,942579.3984217162,1280616.4346417214
395.63815085784154,925916.8425709882,1305458.385671706
415.5558766551171,894316.9093352602,1252223.437044826
440.9482095727539,906920.7260991699,1298769.2831031058
431.9592858793635,922103.8411821284,1284189.9429722384
420.89907504591537,921839.6565600446,1276861.0702827212
406.5944174495088,923423.9906709403,1239027.9523501648
431.88009105172915,860711.9049864265,1286432.2932053104
434.98703226307134,869954.3474960295,1250246.24595224
443.04941568831345,890983.409027892,1229806.8713295516
447.1907720745444,896233.053542385,1271075.5372369552
452.70046245456484,924334.6924416011,1234242.8411632976
422.90744438157736,1104347.2395511223,1101885.568970055
420.2553917560555,1263877.7711625297,960078.1264441524
413.7166901163859,1153432.844745283,1050948.7126270165
412.23679172423164,1016057.1911055108,1115458.1906267318
